Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,season,Div
9.0,Sun,2020-11-22,19:00,Antalyaspor,0–2,Alanyaspor,,Antalya Stadyumu,Özgür Yankaya,Match Report,,21,T1
9.0,Mon,2020-11-23,19:30,Galatasaray,1–1,Kayserispor,,Türk Telekom Arena,Turgut Doman,Match Report,,21,T1
,,,,,,,,,,,,21,T1
10.0,Fri,2020-11-27,19:30,Ankaragücü,0–1,Trabzonspor,,Eryaman Stadyumu,Mustafa Öğretmenoğlu,Match Report,,21,T1
10.0,Sat,2020-11-28,13:30,Gaziantep FK,2–2,Yeni Mal'spor,,Kalyon Arena,Ali Palabıyık,Match Report,,21,T1
10.0,Sat,2020-11-28,16:00,Başakşehir,3–3,Denizlispor,,Başakşehir Fatih Terim Stadium,Arda Kardeşler,Match Report,,21,T1
10.0,Sat,2020-11-28,19:00,Rizespor,0–4,Galatasaray,,Yeni Rize Şehir Stadı,Atilla Karaoğlan,Match Report,,21,T1
10.0,Sun,2020-11-29,13:30,Erzurum BB,2–2,Antalyaspor,,Kazım Karabekir Stadyumu,Ali Şansalan,Match Report,,21,T1
10.0,Sun,2020-11-29,16:00,Kasımpaşa,2–0,Gençlerbirliği,,Recep Tayyip Erdoğan Stadyumu,Mete Kalkavan,Match Report,,21,T1
10.0,Sun,2020-11-29,16:00,Alanyaspor,1–0,Konyaspor,,Bahçeşehir Okulları Stadyumu,Bahattin Şimşek,Match Report,,21,T1
10.0,Sun,2020-11-29,19:00,Fenerbahçe,3–4,Beşiktaş,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Tugay Kaan Numanoğlu,Match Report,,21,T1
10.0,Mon,2020-11-30,19:30,Sivasspor,0–1,Göztepe,,Sivas Arena,Serkan Tokat,Match Report,,21,T1
10.0,Mon,2020-11-30,19:30,Kayserispor,0–0,Fatih Karagümrük,,Kadir Has Şehir Stadı,Alper Ulusoy,Match Report,,21,T1
,,,,,,,,,,,,21,T1
11.0,Fri,2020-12-04,19:30,Beşiktaş,3–0,Kasımpaşa,,Vodafone Arena,Bahattin Şimşek,Match Report,,21,T1
11.0,Sat,2020-12-05,13:30,Gençlerbirliği,2–1,Alanyaspor,,Eryaman Stadyumu,Fırat Aydınus,Match Report,,21,T1
11.0,Sat,2020-12-05,13:30,Göztepe,1–1,Kayserispor,,Gürsel Aksel Stadyumu,Yaşar Kemal Uğurlu,Match Report,,21,T1
11.0,Sat,2020-12-05,16:00,Yeni Mal'spor,1–1,Başakşehir,,Yeni Malatya Stadyumu,Cüneyt Çakιr,Match Report,,21,T1
11.0,Sat,2020-12-05,16:00,Konyaspor,2–0,Erzurum BB,,Konya Büyükşehir Stadı,Halis Özkahya,Match Report,,21,T1
11.0,Sat,2020-12-05,19:00,Galatasaray,3–0,Hatayspor,,Türk Telekom Arena,Erkan Özdamar,Match Report,,21,T1
11.0,Sun,2020-12-06,13:30,Fatih Karagümrük,2–1,Rizespor,,Atatürk Olimpiyat Stadı,Umit Öztürk,Match Report,,21,T1
11.0,Sun,2020-12-06,16:00,Antalyaspor,1–0,Ankaragücü,,Antalya Stadyumu,Halil Umut Meler,Match Report,,21,T1
11.0,Sun,2020-12-06,19:00,Denizlispor,0–2,Fenerbahçe,,Denizli Atatürk Stadyumu,Ali Palabıyık,Match Report,,21,T1
11.0,Mon,2020-12-07,19:30,Trabzonspor,1–1,Sivasspor,,Şenol Güneş Stadyumu,Suat Arslanboga,Match Report,,21,T1
,,,,,,,,,,,,21,T1
7.0,Wed,2020-12-09,18:30,Göztepe,1–0,Alanyaspor,,Gürsel Aksel Stadyumu,Ali Şansalan,Match Report,,21,T1
,,,,,,,,,,,,21,T1
5.0,Wed,2020-12-09,19:30,Hatayspor,3–0,Erzurum BB,,Antakya Atatürk Stadı,Sarper Baris Saka,Match Report,,21,T1
,,,,,,,,,,,,21,T1
12.0,Fri,2020-12-11,19:00,Kasımpaşa,3–2,Denizlispor,,Recep Tayyip Erdoğan Stadyumu,Ramazan Keleş,Match Report,,21,T1
12.0,Sat,2020-12-12,13:30,Hatayspor,3–1,Fatih Karagümrük,,Antakya Atatürk Stadı,Tugay Kaan Numanoğlu,Match Report,,21,T1
12.0,Sat,2020-12-12,16:00,Kayserispor,0–0,Trabzonspor,,Kadir Has Şehir Stadı,Burak Şeker,Match Report,,21,T1
12.0,Sat,2020-12-12,16:00,Rizespor,3–2,Göztepe,,Yeni Rize Şehir Stadı,Özgür Yankaya,Match Report,,21,T1
12.0,Sat,2020-12-12,19:00,Ankaragücü,4–3,Konyaspor,,Eryaman Stadyumu,Mete Kalkavan,Match Report,,21,T1
12.0,Sat,2020-12-12,19:00,Fenerbahçe,0–3,Yeni Mal'spor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Erkan Özdamar,Match Report,,21,T1
12.0,Sun,2020-12-13,13:30,Erzurum BB,0–1,Gençlerbirliği,,Kazım Karabekir Stadyumu,Alper Ulusoy,Match Report,,21,T1
12.0,Sun,2020-12-13,19:00,Alanyaspor,2–1,Beşiktaş,,Bahçeşehir Okulları Stadyumu,Atilla Karaoğlan,Match Report,,21,T1
12.0,Sun,2020-12-13,19:00,Başakşehir,1–2,Gaziantep FK,,Başakşehir Fatih Terim Stadium,Abdulkadir Bitigen,Match Report,,21,T1
12.0,Mon,2020-12-14,19:00,Sivasspor,0–0,Antalyaspor,,Sivas Arena,Halis Özkahya,Match Report,,21,T1
,,,,,,,,,,,,21,T1
6.0,Tue,2020-12-15,16:00,Ankaragücü,2–0,Hatayspor,,Eryaman Stadyumu,Hüseyin Göçek,Match Report,,21,T1
,,,,,,,,,,,,21,T1
13.0,Fri,2020-12-18,19:00,Fatih Karagümrük,2–1,Galatasaray,,Atatürk Olimpiyat Stadı,Mustafa Öğretmenoğlu,Match Report,,21,T1
13.0,Sat,2020-12-19,13:30,Göztepe,0–1,Hatayspor,,Gürsel Aksel Stadyumu,Volkan Bayarslan,Match Report,,21,T1
13.0,Sat,2020-12-19,16:00,Yeni Mal'spor,2–0,Kasımpaşa,,Yeni Malatya Stadyumu,Arda Kardeşler,Match Report,,21,T1
13.0,Sat,2020-12-19,16:00,Trabzonspor,2–1,Rizespor,,Şenol Güneş Stadyumu,Ali Şansalan,Match Report,,21,T1
13.0,Sat,2020-12-19,19:00,Gaziantep FK,3–1,Fenerbahçe,,Kalyon Arena,Cüneyt Çakιr,Match Report,,21,T1
